,CustomerID,LoanPayoffPeriodInMonths,YrsatEmp,RequestedAmount,InterestRate,YearsInCurrentResidence,Age,NumberOfDependantsIncludingSelf,CurrentOpenLoanApplications,LoanReason_busin,LoanReason_goods,LoanReason_other,LoanReason_repairs,LoanReason_school,Co-App_guarant,Co-App_none,RentOwn_owned,RentOwn_rent,Emp_self,Emp_skilled,Emp_unskill,Checking_high,Checking_none,Checking_some,Savings_medium,Savings_none,Savings_some,Savings_v.high,Debts_paid,Results
214,320,12,1,1331,2,1,22,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
215,322,36,1,909,4,4,36,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1
216,324,45,4,1845,4,4,23,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
217,325,9,7,1449,3,2,27,1,2,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1
218,326,15,7,2186,1,4,33,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1
219,327,6,7,6761,1,3,45,2,2,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1
220,328,18,7,4297,4,3,40,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
221,331,6,0,1352,1,2,23,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
222,333,12,1,727,4,3,33,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
223,335,10,1,727,4,4,46,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1
224,337,48,4,10127,2,2,44,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
225,338,48,4,7629,4,2,46,2,2,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1
226,340,24,4,11560,1,4,23,1,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0
227,341,6,4,1169,4,4,67,1,2,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
228,342,7,1,2329,1,1,45,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1
229,343,12,7,1402,3,4,37,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
230,344,18,4,2659,4,2,28,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1
231,345,24,4,2760,4,4,36,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1
232,347,27,1,4526,4,2,32,2,2,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1
233,348,48,4,3914,4,2,38,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0
234,351,12,4,1424,3,4,55,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1
235,353,24,4,3430,3,2,31,2,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1
236,354,24,4,1371,4,4,25,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
237,355,12,4,1484,2,1,25,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0
238,356,42,0,3394,4,4,65,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
239,357,12,0,926,1,2,38,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
240,358,12,0,1262,2,4,49,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1
241,359,24,4,9277,2,4,48,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1
242,360,9,7,1364,3,4,59,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1
243,362,15,4,1275,4,2,24,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
244,363,24,4,1940,4,4,60,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1
245,364,30,4,3077,3,2,40,2,2,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1
246,365,48,1,8358,1,1,30,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1
247,366,12,7,1372,2,3,36,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
248,367,12,7,841,2,4,23,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1
249,369,21,7,1602,4,3,30,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1
250,370,18,1,3114,1,4,26,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0
251,371,12,7,1037,3,4,39,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1
252,372,15,4,2360,2,2,36,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
253,373,21,1,2606,4,4,28,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1
254,377,24,7,1311,4,3,26,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1
255,378,24,4,3148,3,2,31,1,2,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1
256,379,12,4,2214,4,3,24,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1
257,380,6,7,484,3,3,28,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1
258,381,60,1,7408,4,2,24,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0
259,382,24,1,999,4,2,25,1,2,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1
260,383,48,4,18424,1,2,32,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0
261,384,9,4,1136,4,3,32,2,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
262,389,24,4,1597,4,4,54,2,2,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
263,390,28,1,7824,3,4,40,2,2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1
264,391,15,1,1537,4,4,50,1,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
265,392,9,1,1670,4,2,22,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
266,393,24,7,2346,4,3,35,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
267,394,24,7,1382,4,1,26,1,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
268,395,24,4,4870,3,4,53,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
269,396,24,4,2964,4,4,49,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1
270,397,15,1,3812,1,4,23,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1
271,398,30,1,3017,4,4,47,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1
272,399,60,4,7418,1,1,27,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
273,400,15,4,1532,4,3,31,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1
274,401,6,4,1740,2,2,30,1,2,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1
275,406,27,4,3915,4,2,36,2,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
276,408,36,4,14318,4,2,57,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
277,409,30,7,5954,3,2,38,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
278,411,18,4,2404,2,2,26,1,2,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
279,413,11,7,4771,2,4,51,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
280,414,48,7,4605,3,4,24,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
281,415,12,1,1858,4,1,22,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
282,416,12,4,1076,2,2,26,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1
283,418,12,4,1526,4,4,66,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
284,419,24,4,1901,4,4,29,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1
285,420,9,7,1919,4,3,35,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1
286,421,30,1,3108,2,4,31,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
287,422,36,1,4473,4,2,31,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1
288,423,12,1,951,4,4,27,1,4,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0
289,424,42,4,4042,4,4,36,1,2,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
290,425,12,4,1567,1,1,22,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1
291,427,24,4,1258,3,3,57,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1
292,428,24,1,5103,3,3,47,1,3,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
293,429,6,1,1068,4,4,28,2,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1
294,432,6,4,783,1,2,26,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1
295,433,9,1,1980,2,2,19,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
296,434,7,1,846,3,4,36,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
297,436,24,4,4151,2,3,35,1,2,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1
298,438,18,4,1817,4,2,28,1,2,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
299,439,12,4,2279,4,4,37,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1
300,440,16,4,2625,2,4,43,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
301,442,9,4,2134,4,4,48,1,3,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
302,443,36,4,7409,3,2,37,1,2,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1
303,444,18,1,4594,3,2,32,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1
304,446,12,4,2171,4,4,38,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1
305,447,15,4,975,2,3,25,1,2,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1
306,449,48,7,3931,4,4,46,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
307,450,12,7,930,4,4,65,1,4,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1
308,454,24,7,1603,4,4,55,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1
309,455,24,7,2032,4,4,60,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
310,456,15,4,1512,3,3,61,1,2,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
311,457,24,1,3878,4,2,37,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1
312,459,48,4,15672,2,2,23,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
313,460,12,4,1409,4,3,54,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1
314,461,6,4,1203,3,2,43,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1
315,462,15,1,3594,1,2,46,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1
316,463,15,1,3568,4,2,54,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1
317,465,6,0,1050,4,1,35,1,2,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1
318,466,6,1,2063,4,3,30,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1
319,467,12,1,1318,4,4,54,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1
320,468,9,4,918,4,1,30,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
321,469,36,4,1819,4,4,37,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
322,470,40,4,5998,4,3,27,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
323,471,36,4,6887,4,3,29,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
324,473,18,1,2389,4,1,27,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1
325,474,24,7,3552,3,4,27,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
326,475,60,7,7297,4,4,36,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
327,476,12,7,685,2,3,25,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0
328,477,18,7,3001,2,4,40,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1
329,478,24,4,1965,4,4,42,1,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
330,479,18,0,12976,3,4,38,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
331,481,24,7,2325,2,3,32,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1
332,482,36,7,9629,4,4,24,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
333,483,15,7,1979,4,2,35,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1
334,484,10,7,781,4,4,63,1,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
335,485,12,4,1498,4,1,23,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1
336,486,12,1,1995,4,1,27,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1
337,487,30,4,4583,2,2,32,1,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
338,488,24,4,11328,2,3,29,1,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
339,489,12,1,1493,4,3,34,2,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1
340,490,24,7,1376,4,1,28,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1
341,491,20,7,2212,4,4,39,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1
342,492,10,1,2901,1,4,31,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1
343,493,60,4,6288,4,4,42,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
344,494,24,4,3235,3,2,26,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1
345,498,30,0,7485,4,1,53,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0
346,499,24,4,2924,3,4,63,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
347,500,24,4,3632,1,4,22,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
348,501,30,4,3857,4,4,40,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1
349,502,48,4,7763,4,4,42,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
350,504,30,7,4811,2,4,24,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1
351,505,12,1,1534,1,1,23,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0
352,506,12,4,1386,2,2,26,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
353,507,12,4,1412,4,2,29,1,2,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
354,508,12,4,717,4,4,52,1,3,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
355,509,24,4,2670,4,4,35,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1
356,511,36,4,8335,3,4,47,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
357,512,12,7,1542,2,4,36,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1
358,513,27,4,3416,3,2,27,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1
359,518,6,1,433,4,2,24,2,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0
360,519,10,1,1275,4,2,23,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1
361,520,9,1,1549,4,2,35,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1
362,521,21,1,2319,2,1,33,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
363,522,9,1,1206,4,4,25,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1
364,523,24,1,5943,1,1,44,1,2,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0
365,525,18,7,2775,2,2,31,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
366,527,6,7,1449,1,2,31,2,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1
367,528,30,1,3832,2,1,22,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1
368,529,14,4,802,4,2,27,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1
369,530,8,7,3398,1,4,39,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1
370,533,24,7,5152,4,2,25,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1
371,534,36,4,12389,1,4,37,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
372,537,36,4,9055,2,4,35,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1
373,539,36,4,2348,3,2,46,1,2,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1
374,540,21,1,3357,4,2,29,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1
375,541,18,1,3966,1,4,33,1,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
376,542,12,1,983,1,4,19,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1
377,544,30,0,4249,4,2,28,1,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
378,545,12,4,1881,2,2,44,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1
379,546,36,1,2384,4,1,33,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
380,547,9,4,959,1,2,29,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
381,548,12,1,609,4,1,26,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0
382,549,12,1,1680,3,1,35,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
383,550,8,1,907,3,2,26,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1
384,552,48,7,3979,4,1,41,2,2,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1
385,553,24,7,4057,3,3,43,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
386,556,18,4,4165,2,2,36,2,2,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0
387,558,12,4,2121,4,2,30,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1
388,560,15,4,3556,3,2,29,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1
389,561,6,7,1595,3,2,51,2,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1
390,562,12,4,1410,2,2,31,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1
391,563,12,7,2096,2,3,49,2,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1
392,564,10,7,1038,4,3,49,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
393,566,10,1,2132,2,3,27,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
394,567,10,4,1597,3,2,40,2,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1
395,569,24,4,2375,4,2,44,2,2,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
396,570,24,4,6842,2,4,46,2,2,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1
397,571,18,4,8471,1,2,23,1,2,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
398,572,36,7,3249,2,4,39,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1
399,573,12,7,1264,4,4,57,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
400,574,6,7,1323,2,4,28,2,2,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1
401,575,6,7,14896,1,4,68,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0
402,577,24,0,2359,1,1,33,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
403,578,18,1,3213,1,3,25,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1
404,580,24,1,3621,2,4,31,1,2,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0
405,581,24,1,2333,4,2,29,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
406,582,24,1,1231,4,4,57,1,2,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1
407,583,20,7,7057,3,4,36,2,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1
408,586,18,7,3509,4,1,25,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
409,587,24,7,2812,2,4,26,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1
410,588,18,7,1795,3,4,48,1,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
411,591,24,7,2872,3,4,36,2,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1
412,592,12,1,3527,2,3,45,2,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1
413,593,8,1,1164,3,4,51,2,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
414,594,18,4,6761,2,4,68,1,2,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0
415,596,18,1,1055,4,1,30,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
416,602,12,4,1101,3,2,27,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1
417,603,24,4,3062,4,3,32,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1
418,607,42,1,3965,4,3,34,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
419,608,36,1,1842,4,4,34,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
420,609,36,1,5711,4,2,38,1,2,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1
421,611,36,4,8065,3,2,25,1,2,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
422,612,24,1,6872,2,1,55,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
423,614,4,7,1503,2,1,42,2,2,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1
424,615,48,7,6416,4,3,59,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0
425,616,21,1,2580,4,2,41,2,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
426,617,18,4,2515,3,4,43,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1
427,620,60,4,13756,2,4,63,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
428,621,48,7,6560,3,2,24,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0
429,623,33,7,7253,3,2,35,1,2,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1
430,624,12,4,1158,3,1,26,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1
431,626,24,7,2825,4,3,34,2,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1
